SIL-ENCE 1.0	sil
ubevele 1.0	u b_< E v E l E
ubeyobe 1.0	u b_< E j O b_< E
ubezibuka 1.0	u b_< E z i b_< u k a
ubhale 1.0	u b a l E
ubhalele 1.0	u b a l E l E
ubhalile 1.0	u b a l i l E
ubhalisiwe 1.0	u b a l i s i w E
ubhaliso 1.0	u b a l i s O
ubhalwa 1.0	u b a l w a
ubhalwe 1.0	u b a l w E
ubhatata 1.0	u b a t_> a t_> a
ubheka 1.0	u b E k a
ubheke 1.0	u b E k E
ubhekene 1.0	u b E k E n E
ubhekise 1.0	u b E k i s E
ubhekisise 1.0	u b E k i s i s E
ubhema 1.0	u b E m a
ubheme 1.0	u b E m E
ubhili 1.0	u b i l i
ubhilikida 1.0	u b i l i k i d a
ubhisi 1.0	u b i s i
ubhiya 1.0	u b i j a
ubhodla 1.0	u b O K\ a
ubhontshisi 1.0	u b O n tS_> i s i
ubhuce 1.0	u b u |\ E
ubhuti 1.0	u b u t_> i
ubingelela 1.0	u b_< i N g E l E l a
ubishi 1.0	u b_< i S i
ubisi 1.0	u b_< i s i
ubizwa 1.0	u b_< i z w a
uboke 1.0	u b_< O k E
ubokhumbula 1.0	u b_< O k_h u m b u l a
ubomvu 1.0	u b_< O m v u
ubona 1.0	u b_< O n a
ubonakala 1.0	u b_< O n a k a l a
ubone 1.0	u b_< O n E
ubonise 1.0	u b_< O n i s E
ubophathela 1.0	u b_< O p_h a t_h E l a
uboshiwe 1.0	u b_< O S i w E
ubovele 1.0	u b_< O v E l E
ubovu 1.0	u b_< O v u
ubra 1.0	u b_< r a
ubrendon 1.0	u b_< r E n d O n
ububanzi 1.0	u b_< u b_< a n dz i
ububele 1.0	u b_< u b_< E l E
ububha 1.0	u b_< u b a
ubuchule 1.0	u b_< u |\h u l E
ubuchwepheshe 1.0	u b_< u |\h w E p_h E S E
ubuciko 1.0	u b_< u |\ i k O
ubudala 1.0	u b_< u d a l a
ubude 1.0	u b_< u d E
ubudlelwane 1.0	u b_< u K\ E l w a n E
ubudlelwano 1.0	u b_< u K\ E l w a n O
ubudlewane 1.0	u b_< u K\ E w a n E
ubudoda 1.0	u b_< u d O d a
ubudokotela 1.0	u b_< u d O k O t_> E l a
ubufakazi 1.0	u b_< u f a k a z i
ubugcwethi 1.0	u b_< u |\g_0 w E t_h i
ubugebengu 1.0	u b_< u g E b_< E N g u
ubugengu 1.0	u b_< u g E N g u
ubugugu 1.0	u b_< u g u g u
ubuhlakani 1.0	u b_< u K a k a n i
ubuhlanga 1.0	u b_< u K a N g a
ubuhlaza 1.0	u b_< u K a z a
ubuhle 1.0	u b_< u K E
ubuhlengikazi 1.0	u b_< u K E N g i k a z i
ubuhlobo 1.0	u b_< u K O b_< O
ubuhlobophakathi 1.0	u b_< u K O b_< O p_h a k a t_h i
ubuhlungu 1.0	u b_< u K u N g u
ubuholi 1.0	u b_< u h O l i
ubuka 1.0	u b_< u k a
ubukahle 1.0	u b_< u k a K E
ubukeka 1.0	u b_< u k E k a
ubukeke 1.0	u b_< u k E k E
ubukhehlekhehle 1.0	u b_< u k_h E K E k_h E K E
ubukhosi 1.0	u b_< u k_h O s i
ubukhulu 1.0	u b_< u k_h u l u
ubuki 1.0	u b_< u k i
ubulangulangu 1.0	u b_< u l a N g u l a N g u
ubulawe 1.0	u b_< u l a w E
ubulele 1.0	u b_< u l E l E
ubulelesi 1.0	u b_< u l E l E s i
ubulewe 1.0	u b_< u l E w E
ubulili 1.0	u b_< u l i l i
ubulima 1.0	u b_< u l i m a
ubulimi 1.0	u b_< u l i m i
ubulula 1.0	u b_< u l u l a
ubulunga 1.0	u b_< u l u N g a
ubulungisa 1.0	u b_< u l u N g i s a
ubulungiswa 1.0	u b_< u l u N g i s w a
ubulungu 1.0	u b_< u l u N g u
ubumba 1.0	u b_< u m b a
ubumbano 1.0	u b_< u m b a n O
ubume 1.0	u b_< u m E
ubumnandi 1.0	u b_< u m n a n d i
ubumnini 1.0	u b_< u m n i n i
ubumpofu 1.0	u b_< u m p_> O f u
ubumpumputhe 1.0	u b_< u m p_> u m p_> u t_h E
ubumqoka 1.0	u b_< u m !\ O k a
ubungabala 1.0	u b_< u N g a b_< a l a
ubungako 1.0	u b_< u N g a k O
ubungane 1.0	u b_< u N g a n E
ubungcweti 1.0	u b_< u N |\g_0 w E t_> i
ubungozi 1.0	u b_< u N g O z i
ubunikazi 1.0	u b_< u n i k a z i
ubuningi 1.0	u b_< u n i N g i
ubunini 1.0	u b_< u n i n i
ubunjiniyela 1.0	u b_< u J d_0Z i n i j E l a
ubunofonofo 1.0	u b_< u n O f O n O f O
ubunsizwa 1.0	u b_< u n ts_> i z w a
ubuntu 1.0	u b_< u n t_> u
ubunye 1.0	u b_< u J E
ubunzima 1.0	u b_< u n dz i m a
ubunzulu 1.0	u b_< u n dz u l u
ubuphathimandla 1.0	u b_< u p_h a t_h i m a n K\ a
ubuphathiswa 1.0	u b_< u p_h a t_h i s w a
ubuphofu 1.0	u b_< u p_h O f u
ubuqhawe 1.0	u b_< u !\h a w E
ubuqiniso 1.0	u b_< u !\ i n i s O
ubuqotho 1.0	u b_< u !\ O t_h O
ubusazofuna 1.0	u b_< u s a z O f u n a
ubuso 1.0	u b_< u s O
ubusona 1.0	u b_< u s O n a
ubuthaka 1.0	u b_< u t_h a k a
ubuthi 1.0	u b_< u t_h i
ubuthishela 1.0	u b_< u t_h i S E l a
ubuwena 1.0	u b_< u w E n a
ubuye 1.0	u b_< u j E
ubuyele 1.0	u b_< u j E l E
ubuza 1.0	u b_< u z a
ubuzali 1.0	u b_< u z a l i
ubuze 1.0	u b_< u z E
ubuzongazi 1.0	u b_< u z O N g a z i
ubuzwe 1.0	u b_< u z w E
ucabanga 1.0	u |\ a b_< a N g a
ucabange 1.0	u |\ a b_< a N g E
ucansi 1.0	u |\ a n ts_> i
ucasulwa 1.0	u |\ a s u l w a
ucela 1.0	u |\ E l a
ucezu 1.0	u |\ E z u
ucezwana 1.0	u |\ E z w a n a
uchakijane 1.0	u |\h a k i d_0Z a n E
uchaza 1.0	u |\h a z a
uchibiyele 1.0	u |\h i b_< i j E l E
uchithekele 1.0	u |\h i t_h E k E l E
uchithomali 1.0	u |\h i t_h O m a l i
uchitshiyelwe 1.0	u |\h i tS_> i j E l w E
uchungechunge 1.0	u |\h u N g E |\h u N g E
uchwepheshe 1.0	u |\h w E p_h E S E
ucingo 1.0	u |\ i N g O
ucishe 1.0	u |\ i S E
ucu 1.0	u |\ u
ucwaningo 1.0	u |\ w a n i N g O
ucwephe 1.0	u |\ w E p_h E
udaba 1.0	u d a b_< a
udaka 1.0	u d a k a
udala 1.0	u d a l a
udali 1.0	u d a l i
udalwa 1.0	u d a l w a
udalwe 1.0	u d a l w E
udangala 1.0	u d a N g a l a
ude 1.0	u d E
udenda 1.0	u d E n d a
udinga 1.0	u d i N g a
udingane 1.0	u d i N g a n E
udinge 1.0	u d i N g E
udingeka 1.0	u d i N g E k a
udingekile 1.0	u d i N g E k i l E
udingiswayo 1.0	u d i N g i s w a j O
udla 1.0	u K\ a
udladla 1.0	u K\ a K\ a
udlala 1.0	u K\ a l a
udlale 1.0	u K\ a l E
udliwa 1.0	u K\ i w a
udluliselwa 1.0	u K\ u l i s E l w a
udodayi 1.0	u d O d a j i
udokotela 1.0	u d O k O t_> E l a
udoris 1.0	u d O r i s
udumo 1.0	u d u m O
udweshu 1.0	u d w E S u
ueri 1.0	u E r i
ufake 1.0	u f a k E
ufakele 1.0	u f a k E l E
ufakwe 1.0	u f a k w E
ufana 1.0	u f a n a
ufanele 1.0	u f a n E l E
ufasimba 1.0	u f a s i m b a
ufelani 1.0	u f E l a n i
ufeleba 1.0	u f E l E b_< a
ufika 1.0	u f i k a
ufikelwa 1.0	u f i k E l w a
ufisa 1.0	u f i s a
ufuba 1.0	u f u b_< a
ufuna 1.0	u f u n a
ufunda 1.0	u f u n d a
ufunde 1.0	u f u n d E
ufundiswe 1.0	u f u n d i s w E
ufunge 1.0	u f u N g E
ufunyenwe 1.0	u f u J E n w E
ugadwe 1.0	u g a d w E
ugalelile 1.0	u g a l E l i l E
ugamalayeli 1.0	u g a m a l a j E l i
ugane 1.0	u g a n E
uganene 1.0	u g a n E n E
ugawule 1.0	u g a w u l E
ugcina 1.0	u |\g_0 i n a
ugcine 1.0	u |\g_0 i n E
ugcinile 1.0	u |\g_0 i n i l E
ugcizelela 1.0	u |\g_0 i z E l E l a
ugesi 1.0	u g E s i
ugeze 1.0	u g E z E
ugibithe 1.0	u g i b_< i t_h E
ugiyani 1.0	u g i j a n i
ugobaluphonjwana 1.0	u g O b_< a l u p_h O J d_0Z w a n a
ugodle 1.0	u g O K\ E
ugogo 1.0	u g O g O
ugqolozisa 1.0	u !\g_0 O l O z i s a
ugqozi 1.0	u !\g_0 O z i
ugu 1.0	u g u
ugule 1.0	u g u l E
ugunyazo 1.0	u g u J a z O
uguquke 1.0	u g u !\ u k E
uguquko 1.0	u g u !\ u k O
uguxungisise 1.0	u g u |\|\ u N g i s i s E
ugw 1.0	u g w
ugwayi 1.0	u g w a j i
ugwebu 1.0	u g w E b_< u
uhabula 1.0	u h a b_< u l a
uhadadi 1.0	u h a d a d i
uhadaji 1.0	u h a d a d_0Z i
uhadani 1.0	u h a d a n i
uhadebe 1.0	u h a d E b_< E
uhadede 1.0	u h a d E d E
uhafu 1.0	u h a f u
uhagari 1.0	u h a g a r i
uhamba 1.0	u h a m b a
uhambe 1.0	u h a m b E
uhambisa 1.0	u h a m b i s a
uhambo 1.0	u h a m b O
uhaniyeli 1.0	u h a n i j E l i
uhhafu 1.0	u h\ a f u
uhide 1.0	u h i d E
uhihudi 1.0	u h i h u d i
uhla 1.0	u K a
uhlaba 1.0	u K a b_< a
uhlaka 1.0	u K a k a
uhlala 1.0	u K a l a
uhlalaphi 1.0	u K a l a p_h i
uhlamvu 1.0	u K a m v u
uhlamvulwenkulumo 1.0	u K a m v u l w E N k u l u m O
uhlamvuolungunkamisa 1.0	u K a m v u O l u N g u N k a m i s a
uhlanga 1.0	u K a N g a
uhlanganyele 1.0	u K a N g a J E l E
uhlangene 1.0	u K a N g E n E
uhlangothi 1.0	u K a N g O t_h i
uhlanya 1.0	u K a J a
uhlanzekile 1.0	u K a n dz E k i l E
uhlaziyo 1.0	u K a z i j O
uhleka 1.0	u K E k a
uhleko 1.0	u K E k O
uhlelenjwayo 1.0	u K E l E J d_0Z w a j O
uhlelo 1.0	u K E l O
uhlelomagama 1.0	u K E l O m a g a m a
uhlezi 1.0	u K E z i
uhlinzekela 1.0	u K i n dz E k E l a
uhlobo 1.0	u K O b_< O
uhlola 1.0	u K O l a
uhlolo 1.0	u K O l O
uhlose 1.0	u K O s E
uhlu 1.0	u K u
uholele 1.0	u h O l E l E
uholo 1.0	u h O l O
uhoxa 1.0	u h O |\|\ a
uhulumeni 1.0	u h u l u m E n i
ujakobe 1.0	u d_0Z a k O b_< E
ujantoni 1.0	u d_0Z a n t_> O n i
ujehova 1.0	u d_0Z E h O v a
ujeke 1.0	u d_0Z E k E
ujenene 1.0	u d_0Z E n E n E
ujohn 1.0	u d_0Z O h n
ujokhi 1.0	u d_0Z O k_h i
ujosefa 1.0	u d_0Z O s E f a
ujosefo 1.0	u d_0Z O s E f O
ujosefu 1.0	u d_0Z O s E f u
ujoyina 1.0	u d_0Z O j i n a
ujoyine 1.0	u d_0Z O j i n E
ujumaima 1.0	u d_0Z u m a i m a
ujwayele 1.0	u d_0Z w a j E l E
ukanjalo 1.0	u k a J d_0Z a l O
ukaputeni 1.0	u k a p_> u t_> E n i
uke 1.0	u k E
ukedorlawomere 1.0	u k E d O r l a w O m E r E
uketshezi 1.0	u k E tS_> E z i
ukhala 1.0	u k_h a l a
ukhamba 1.0	u k_h a m b a
ukhambule 1.0	u k_h a m b u l E
ukhangwe 1.0	u k_h a N g w E
ukhetha 1.0	u k_h E t_h a
ukhetho 1.0	u k_h E t_h O
ukhishiwe 1.0	u k_h i S i w E
ukhishwe 1.0	u k_h i S w E
ukhohlwe 1.0	u k_h O K w E
ukhokha 1.0	u k_h O k_h a
ukhokhe 1.0	u k_h O k_h E
ukhokhwa 1.0	u k_h O k_h w a
ukholelwa 1.0	u k_h O l E l w a
ukholwe 1.0	u k_h O l w E
ukhomishana 1.0	u k_h O m i S a n a
ukhomishani 1.0	u k_h O m i S a n i
ukhomishina 1.0	u k_h O m i S i n a
ukhomishnni 1.0	u k_h O m i S n n i
ukhona 1.0	u k_h O n a
ukhubazekile 1.0	u k_h u b_< a z E k i l E
ukhula 1.0	u k_h u l a
ukhuluma 1.0	u k_h u l u m a
ukhulume 1.0	u k_h u l u m E
ukhulumisa 1.0	u k_h u l u m i s a
ukhumbule 1.0	u k_h u m b u l E
ukhunjuzwe 1.0	u k_h u J d_0Z u z w E
ukhwehlekhwehle 1.0	u k_h w E K E k_h w E K E
ukhwehlela 1.0	u k_h w E K E l a
ukoma 1.0	u k O m a
ukomisa 1.0	u k O m i s a
ukonakalelwa 1.0	u k O n a k a l E l w a
ukondliwa 1.0	u k O n K\ i w a
ukonga 1.0	u k O N g a
uku 1.0	u k u
ukuba 1.0	u k u b_< a
ukubabonga 1.0	u k u b_< a b_< O N g a
ukubagcina 1.0	u k u b_< a |\g_0 i n a
ukubahlinzekela 1.0	u k u b_< a K i n dz E k E l a
ukubakhona 1.0	u k u b_< a k_h O n a
ukubala 1.0	u k u b_< a l a
ukubaleka 1.0	u k u b_< a l E k a
ukubaluleka 1.0	u k u b_< a l u l E k a
ukubalwa 1.0	u k u b_< a l w a
ukubamba 1.0	u k u b_< a m b a
ukubambana 1.0	u k u b_< a m b a n a
ukubambelela 1.0	u k u b_< a m b E l E l a
ukubambezeleka 1.0	u k u b_< a m b E z E l E k a
ukubambisana 1.0	u k u b_< a m b i s a n a
ukubanakekela 1.0	u k u b_< a n a k E k E l a
ukubandakanya 1.0	u k u b_< a n d a k a J a
ukubandlulela 1.0	u k u b_< a n K\ u l E l a
ukubandlulula 1.0	u k u b_< a n K\ u l u l a
ukubanga 1.0	u k u b_< a N g a
ukubanjwa 1.0	u k u b_< a J d_0Z w a
ukubayizakhamizi 1.0	u k u b_< a j i z a k_h a m i z i
ukubazisa 1.0	u k u b_< a z i s a
ukube 1.0	u k u b_< E
ukubeka 1.0	u k u b_< E k a
ukubekela 1.0	u k u b_< E k E l a
ukubekezela 1.0	u k u b_< E k E z E l a
ukubekwa 1.0	u k u b_< E k w a
ukubeletha 1.0	u k u b_< E l E t_h a
ukubelethisa 1.0	u k u b_< E l E t_h i s a
ukubhala 1.0	u k u b a l a
ukubhalisa 1.0	u k u b a l i s a
ukubhaliswa 1.0	u k u b a l i s w a
ukubhalwa 1.0	u k u b a l w a
ukubhayiza 1.0	u k u b a j i z a
ukubheka 1.0	u k u b E k a
ukubhekana 1.0	u k u b E k a n a
ukubhekela 1.0	u k u b E k E l a
ukubhekelaizidingo 1.0	u k u b E k E l a i z i d i N g O
ukubhekelelwa 1.0	u k u b E k E l E l w a
ukubhekelwa 1.0	u k u b E k E l w a
ukubhema 1.0	u k u b E m a
ukubhuqa 1.0	u k u b u !\ a
ukubika 1.0	u k u b_< i k a
ukubikela 1.0	u k u b_< i k E l a
ukubitoza 1.0	u k u b_< i t_> O z a
ukubiza 1.0	u k u b_< i z a
ukubizwa 1.0	u k u b_< i z w a
ukubola 1.0	u k u b_< O l a
ukubona 1.0	u k u b_< O n a
ukubonakala 1.0	u k u b_< O n a k a l a
ukubonakalisa 1.0	u k u b_< O n a k a l i s a
ukubonana 1.0	u k u b_< O n a n a
ukubonelela 1.0	u k u b_< O n E l E l a
ukubonisa 1.0	u k u b_< O n i s a
ukubonisana 1.0	u k u b_< O n i s a n a
ukuboniswa 1.0	u k u b_< O n i s w a
ukubopha 1.0	u k u b_< O p_h a
ukuboshwa 1.0	u k u b_< O S w a
ukubuka 1.0	u k u b_< u k a
ukubukeza 1.0	u k u b_< u k E z a
ukubulalana 1.0	u k u b_< u l a l a n a
ukubumba 1.0	u k u b_< u m b a
ukubumbana 1.0	u k u b_< u m b a n a
ukubunjwa 1.0	u k u b_< u J d_0Z w a
ukubusa 1.0	u k u b_< u s a
ukubuswa 1.0	u k u b_< u s w a
ukubuya 1.0	u k u b_< u j a
ukubuyekeza 1.0	u k u b_< u j E k E z a
ukubuyekezwa 1.0	u k u b_< u j E k E z w a
ukubuyisa 1.0	u k u b_< u j i s a
ukubuyisela 1.0	u k u b_< u j i s E l a
ukubuza 1.0	u k u b_< u z a
ukucabanga 1.0	u k u |\ a b_< a N g a
ukucabangisisa 1.0	u k u |\ a b_< a N g i s i s a
ukucanuzela 1.0	u k u |\ a n u z E l a
ukucanuzelelwa 1.0	u k u |\ a n u z E l E l w a
ukucasha 1.0	u k u |\ a S a
ukucashisa 1.0	u k u |\ a S i s a
ukuchama 1.0	u k u |\h a m a
ukuchaza 1.0	u k u |\h a z a
ukuchazeka 1.0	u k u |\h a z E k a
ukuchelelela 1.0	u k u |\h E l E l E l a
ukuchema 1.0	u k u |\h E m a
ukuchibiyela 1.0	u k u |\h i b_< i j E l a
ukuchiphiza 1.0	u k u |\h i p_h i z a
ukuchithwa 1.0	u k u |\h i t_h w a
ukuchushiswa 1.0	u k u |\h u S i s w a
ukucikana 1.0	u k u |\ i k a n a
ukucindezela 1.0	u k u |\ i n d E z E l a
ukucindezeleka 1.0	u k u |\ i n d E z E l E k a
ukucophelela 1.0	u k u |\ O p_h E l E l a
ukucoshacosha 1.0	u k u |\ O S a |\ O S a
ukucubungula 1.0	u k u |\ u b_< u N g u l a
ukucwaninga 1.0	u k u |\ w a n i N g a
ukucwasana 1.0	u k u |\ w a s a n a
ukucwaswa 1.0	u k u |\ w a s w a
ukudabuka 1.0	u k u d a b_< u k a
ukudakwa 1.0	u k u d a k w a
ukudala 1.0	u k u d a l a
ukudalula 1.0	u k u d a l u l a
ukudalulwa 1.0	u k u d a l u l w a
ukudalwa 1.0	u k u d a l w a
ukudana 1.0	u k u d a n a
ukudansa 1.0	u k u d a n ts_> a
ukudayisa 1.0	u k u d a j i s a
ukudayiselana 1.0	u k u d a j i s E l a n a
ukudayiswa 1.0	u k u d a j i s w a
ukudedela 1.0	u k u d E d E l a
ukudidiyela 1.0	u k u d i d i j E l a
ukudiliza 1.0	u k u d i l i z a
ukudingidwa 1.0	u k u d i N g i d w a
ukudinwa 1.0	u k u d i n w a
ukudiyazela 1.0	u k u d i j a z E l a
ukudla 1.0	u k u K\ a
ukudlala 1.0	u k u K\ a l a
ukudliwa 1.0	u k u K\ i w a
ukudlulisela 1.0	u k u K\ u l i s E l a
ukudluliselwa 1.0	u k u K\ u l i s E l w a
ukudoba 1.0	u k u d O b_< a
ukudotshwa 1.0	u k u d O tS_> w a
ukudubula 1.0	u k u d u b_< u l a
ukudweba 1.0	u k u d w E b_< a
ukufa 1.0	u k u f a
ukufaka 1.0	u k u f a k a
ukufakazisa 1.0	u k u f a k a z i s a
ukufakela 1.0	u k u f a k E l a
ukufakelwa 1.0	u k u f a k E l w a
ukufakwa 1.0	u k u f a k w a
ukufana 1.0	u k u f a n a
ukufanana 1.0	u k u f a n a n a
ukufanele 1.0	u k u f a n E l E
ukufaniswa 1.0	u k u f a n i s w a
ukufela 1.0	u k u f E l a
ukufeza 1.0	u k u f E z a
ukufezeka 1.0	u k u f E z E k a
ukufika 1.0	u k u f i k a
ukufikelela 1.0	u k u f i k E l E l a
ukufingqa 1.0	u k u f i N !\g_0 a
ukufinyelela 1.0	u k u f i J E l E l a
ukufinyeleleka 1.0	u k u f i J E l E l E k a
ukufinyelelwa 1.0	u k u f i J E l E l w a
ukufisela 1.0	u k u f i s E l a
ukufukulwa 1.0	u k u f u k u l w a
ukufuna 1.0	u k u f u n a
ukufunda 1.0	u k u f u n d a
ukufundela 1.0	u k u f u n d E l a
ukufundisa 1.0	u k u f u n d i s a
ukufunga 1.0	u k u f u N g a
ukufunisisa 1.0	u k u f u n i s i s a
ukufunyaniseka 1.0	u k u f u J a n i s E k a
ukufuya 1.0	u k u f u j a
ukuganga 1.0	u k u g a N g a
ukugcina 1.0	u k u |\g_0 i n a
ukugcinas 1.0	u k u |\g_0 i n a s
ukugcinwa 1.0	u k u |\g_0 i n w a
ukugcizelela 1.0	u k u |\g_0 i z E l E l a
ukugcona 1.0	u k u |\g_0 O n a
ukugcotshwa 1.0	u k u |\g_0 O tS_> w a
ukugculiseka 1.0	u k u |\g_0 u l i s E k a
ukugcwaliseka 1.0	u k u |\g_0 w a l i s E k a
ukugcwalisela 1.0	u k u |\g_0 w a l i s E l a
ukugebengu 1.0	u k u g E b_< E N g u
ukugedezela 1.0	u k u g E d E z E l a
ukugeleza 1.0	u k u g E l E z a
ukugeza 1.0	u k u g E z a
ukugibela 1.0	u k u g i b_< E l a
ukugijima 1.0	u k u g i d_0Z i m a
ukugoma 1.0	u k u g O m a
ukugonywa 1.0	u k u g O J w a
ukugqagqana 1.0	u k u !\g_0 a !\g_0 a n a
ukugqekeza 1.0	u k u !\g_0 E k E z a
ukugqisheleka 1.0	u k u !\g_0 i S E l E k a
ukugqugquzela 1.0	u k u !\g_0 u !\g_0 u z E l a
ukugqugquzelwa 1.0	u k u !\g_0 u !\g_0 u z E l w a
ukuguga 1.0	u k u g u g a
ukugula 1.0	u k u g u l a
ukugunyazwa 1.0	u k u g u J a z w a
ukuguquguqula 1.0	u k u g u !\ u g u !\ u l a
ukuguqula 1.0	u k u g u !\ u l a
ukuguqulwa 1.0	u k u g u !\ u l w a
ukugxaza 1.0	u k u |\|\g_0 a z a
ukugxila 1.0	u k u |\|\g_0 i l a
ukugxilisa 1.0	u k u |\|\g_0 i l i s a
ukuh 1.0	u k u h
ukuhamba 1.0	u k u h a m b a
ukuhambelana 1.0	u k u h a m b E l a n a
ukuhambisana 1.0	u k u h a m b i s a n a
ukuhambiselana 1.0	u k u h a m b i s E l a n a
ukuhanjiswa 1.0	u k u h a J d_0Z i s w a
ukuheha 1.0	u k u h E h a
ukuhlabana 1.0	u k u K a b_< a n a
ukuhlala 1.0	u k u K a l a
ukuhlalela 1.0	u k u K a l E l a
ukuhlalisana 1.0	u k u K a l i s a n a
ukuhlangabeza 1.0	u k u K a N g a b_< E z a
ukuhlangabezana 1.0	u k u K a N g a b_< E z a n a
ukuhlangana 1.0	u k u K a N g a n a
ukuhlanganisa 1.0	u k u K a N g a n i s a
ukuhlanganiswa 1.0	u k u K a N g a n i s w a
ukuhlanganyela 1.0	u k u K a N g a J E l a
ukuhlangatshezwana 1.0	u k u K a N g a tS_> E z w a n a
ukuhlanza 1.0	u k u K a n dz a
ukuhlanzeka 1.0	u k u K a n dz E k a
ukuhlanzwa 1.0	u k u K a n dz w a
ukuhlasela 1.0	u k u K a s E l a
ukuhlaselwa 1.0	u k u K a s E l w a
ukuhlaziya 1.0	u k u K a z i j a
ukuhlaziywa 1.0	u k u K a z i j w a
ukuhlebana 1.0	u k u K E b_< a n a
ukuhlekisa 1.0	u k u K E k i s a
ukuhlela 1.0	u k u K E l a
ukuhleleka 1.0	u k u K E l E k a
ukuhlelela 1.0	u k u K E l E l a
ukuhlelwa 1.0	u k u K E l w a
ukuhlinzeka 1.0	u k u K i n dz E k a
ukuhlinzekela 1.0	u k u K i n dz E k E l a
ukuhlinzekwa 1.0	u k u K i n dz E k w a
ukuhlizekela 1.0	u k u K i z E k E l a
ukuhlobana 1.0	u k u K O b_< a n a
ukuhlobisa 1.0	u k u K O b_< i s a
ukuhlola 1.0	u k u K O l a
ukuhlolelwa 1.0	u k u K O l E l w a
ukuhlolisiswa 1.0	u k u K O l i s i s w a
ukuhlolwa 1.0	u k u K O l w a
ukuhlomisa 1.0	u k u K O m i s a
ukuhlomula 1.0	u k u K O m u l a
ukuhlonipha 1.0	u k u K O n i p_h a
ukuhlonipheka 1.0	u k u K O n i p_h E k a
ukuhlonza 1.0	u k u K O n dz a
ukuhlukana 1.0	u k u K u k a n a
ukuhlukaniselwana 1.0	u k u K u k a n i s E l w a n a
ukuhlukaniswa 1.0	u k u K u k a n i s w a
ukuhlukunyezwa 1.0	u k u K u k u J E z w a
ukuhluleka 1.0	u k u K u l E k a
ukuhlunga 1.0	u k u K u N g a
ukuhlungwa 1.0	u k u K u N g w a
ukuhlupheka 1.0	u k u K u p_h E k a
ukuhlushwa 1.0	u k u K u S w a
ukuhlwayiswa 1.0	u k u K w a j i s w a
ukuhola 1.0	u k u h O l a
ukuhoxisa 1.0	u k u h O |\|\ i s a
ukuhumusha 1.0	u k u h u m u S a
ukuhweba 1.0	u k u h w E b_< a
ukujabula 1.0	u k u d_0Z a b_< u l a
ukujabulele 1.0	u k u d_0Z a b_< u l E l E
ukujabulisa 1.0	u k u d_0Z a b_< u l i s a
ukujabulisana 1.0	u k u d_0Z a b_< u l i s a n a
ukujezisa 1.0	u k u d_0Z E z i s a
ukujeziswa 1.0	u k u d_0Z E z i s w a
ukujikeleza 1.0	u k u d_0Z i k E l E z a
ukujula 1.0	u k u d_0Z u l a
ukuke 1.0	u k u k E
ukukha 1.0	u k u k_h a
ukukhala 1.0	u k u k_h a l a
ukukhangisa 1.0	u k u k_h a N g i s a
ukukhansela 1.0	u k u k_h a n ts_> E l a
ukukhanya 1.0	u k u k_h a J a
ukukhanyiseleka 1.0	u k u k_h a J i s E l E k a
ukukhathala 1.0	u k u k_h a t_h a l a
ukukhathazeka 1.0	u k u k_h a t_h a z E k a
ukukhetha 1.0	u k u k_h E t_h a
ukukhethwa 1.0	u k u k_h E t_h w a
ukukhinyabenzeka 1.0	u k u k_h i J a b_< E n dz E k a
ukukhinyabezeka 1.0	u k u k_h i J a b_< E z E k a
ukukhipha 1.0	u k u k_h i p_h a
ukukhiqizwa 1.0	u k u k_h i !\ i z w a
ukukhishwa 1.0	u k u k_h i S w a
ukukhiya 1.0	u k u k_h i j a
ukukhohlwa 1.0	u k u k_h O K w a
ukukhokha 1.0	u k u k_h O k_h a
ukukhokhela 1.0	u k u k_h O k_h E l a
ukukhokhelwa 1.0	u k u k_h O k_h E l w a
ukukhokhwa 1.0	u k u k_h O k_h w a
ukukhomba 1.0	u k u k_h O m b a
ukukhombisa 1.0	u k u k_h O m b i s a
ukukhomuza 1.0	u k u k_h O m u z a
ukukhonjwa 1.0	u k u k_h O J d_0Z w a
ukukhophoza 1.0	u k u k_h O p_h O z a
ukukhosela 1.0	u k u k_h O s E l a
ukukhubazeka 1.0	u k u k_h u b_< a z E k a
ukukhukhumala 1.0	u k u k_h u k_h u m a l a
ukukhula 1.0	u k u k_h u l a
ukukhulelwa 1.0	u k u k_h u l E l w a
ukukhulisa 1.0	u k u k_h u l i s a
ukukhululwa 1.0	u k u k_h u l u l w a
ukukhuluma 1.0	u k u k_h u l u m a
ukukhulumisana 1.0	u k u k_h u l u m i s a n a
ukukhumbula 1.0	u k u k_h u m b u l a
ukukhuphukisa 1.0	u k u k_h u p_h u k i s a
ukukhuphula 1.0	u k u k_h u p_h u l a
ukukhushulwa 1.0	u k u k_h u S u l w a
ukukhuthaza 1.0	u k u k_h u t_h a z a
ukukhwabanisa 1.0	u k u k_h w a b_< a n i s a
ukukhwehlela 1.0	u k u k_h w E K E l a
ukuklanywa 1.0	u k u kK_> a J w a
ukuklelisa 1.0	u k u kK_> E l i s a
ukukqaqanjelwa 1.0	u k u k !\ a !\ a J d_0Z E l w a
ukukubiza 1.0	u k u k u b_< i z a
ukukubona 1.0	u k u k u b_< O n a
ukukudla 1.0	u k u k u K\ a
ukukufaka 1.0	u k u k u f a k a
ukukukhangisa 1.0	u k u k u k_h a N g i s a
ukukulawula 1.0	u k u k u l a w u l a
ukukuqasha 1.0	u k u k u !\ a S a
ukukushiya 1.0	u k u k u S i j a
